gene_symbol	chromosome	start	length	color	full_name	days_in_timeframe	recent_timeframe_citation_count	past_timeframe_citation_count	citation_count_delta	significance	recent_gene_rank	past_gene_rank	rank_delta
ZC3H4	19	47064190	49586	#73af42	zinc finger CCCH-type containing 4	180	9	4	5		395	10077	-9682
MIR337	14	100874493	92	#73af42	microRNA 337	180	5	0	5		5717	10478	-4761
UHRF1BP1L	12	100069908	72966	#73af42	UHRF1 binding protein 1 like	180	5	0	5		5717	10478	-4761
IMMP1L	11	31432401	77221	#73af42	inner mitochondrial membrane peptidase subunit 1	180	5	0	5		5717	10478	-4761
INPP5E	9	136428619	11226	#73af42	inositol polyphosphate-5-phosphatase E	180	5	0	5		5717	10478	-4761
KHDC3L	6	73362658	1513	#73af42	KH domain containing 3 like, subcortical maternal complex member	180	5	0	5		5717	10478	-4761
CT83	X	116461686	1290	#73af42	cancer/testis antigen 83	180	5	0	5		5717	10478	-4761
FOXA2	20	22581004	3459	#73af42	forkhead box A2	180	5	0	5		5717	10478	-4761
AFF3	2	99545419	560164	#73af42	AF4/FMR2 family member 3	180	5	0	5		5717	10478	-4761
S1PR3	9	88991468	13686	#73af42	sphingosine-1-phosphate receptor 3	180	5	0	5		5717	10478	-4761
PDGFRL	8	17577216	65928	#73af42	platelet derived growth factor receptor like	180	5	0	5		5717	10478	-4761
ATP8B2	1	154325525	25779	#73af42	ATPase phospholipid transporting 8B2	180	5	0	5		5717	10478	-4761
RTN4R	22	20241415	26903	#73af42	reticulon 4 receptor	180	5	0	5		5717	10478	-4761
MIR147B	15	45433050	79	#73af42	microRNA 147b	180	5	0	5		5717	10478	-4761
DPY19L3	19	32406125	79765	#73af42	dpy-19 like C-mannosyltransferase 3	180	5	0	5		5717	10478	-4761
GNRH1	8	25419258	5782	#73af42	gonadotropin releasing hormone 1	180	5	0	5		5717	10478	-4761
MFAP3L	4	169986602	17175	#73af42	microfibril associated protein 3 like	180	5	0	5		5717	10478	-4761
MIR629	15	70079372	96	#73af42	microRNA 629	180	5	0	5		5717	10478	-4761
RETREG2	2	219178275	7200	#73af42	reticulophagy regulator family member 2	180	5	0	5		5717	10478	-4761
MIR33B	17	17813836	95	#73af42	microRNA 33b	180	5	0	5		5717	10478	-4761
GSTA1	6	52791371	12445	#73af42	glutathione S-transferase alpha 1	180	5	0	5		5717	10478	-4761
ZNF250	8	144876955	25222	#73af42	zinc finger protein 250	180	5	0	5		5717	10478	-4761
PPDPF	20	63520741	1430	#73af42	pancreatic progenitor cell differentiation and proliferation factor	180	5	0	5		5717	10478	-4761
GNPAT	1	231241212	36761	#73af42	glyceronephosphate O-acyltransferase	180	5	0	5		5717	10478	-4761
BPIFA4P	20	33193605	16857	#73af42	BPI fold containing family A member 4, pseudogene	180	5	0	5		5717	10478	-4761
UBIAD1	1	11273198	26373	#73af42	UbiA prenyltransferase domain containing 1	180	5	0	5		5717	10478	-4761
CASKIN1	16	2177180	19425	#73af42	CASK interacting protein 1	180	5	0	5		5717	10478	-4761
FOXN2	2	48314682	64613	#73af42	forkhead box N2	180	5	0	5		5717	10478	-4761
CC2D1A	19	13906201	24678	#73af42	coiled-coil and C2 domain containing 1A	180	9	4	5		395	10077	-9682
RNU12	22	42615245	148	#73af42	RNA, U12 small nuclear	180	5	0	5		5717	10478	-4761
MIR378B	3	10330229	56	#73af42	microRNA 378b	180	5	0	5		5717	10478	-4761
SRCAP	16	30699171	42238	#73af42	Snf2 related CREBBP activator protein	180	10	5	5		156	8822	-8666
MED25	19	49818279	18701	#73af42	mediator complex subunit 25	180	5	0	5		5717	10478	-4761
IL17D	13	20703343	19755	#73af42	interleukin 17D	180	5	0	5		5717	10478	-4761
EFNA2	19	1285873	15557	#73af42	ephrin A2	180	5	0	5		5717	10478	-4761
POU3F2	6	98834574	4884	#73af42	POU class 3 homeobox 2	180	5	0	5		5717	10478	-4761
CREB3L2	7	137874979	58009	#73af42	cAMP responsive element binding protein 3 like 2	180	5	0	5		5717	10478	-4761
CPEB2-DT	4	57114	16825	#73af42	CPEB2 divergent transcript	180	5	0	5		5717	10478	-4761
PIP5K1A	1	151198552	50979	#73af42	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha	180	10	5	5		156	8822	-8666
METTL7B	12	55681736	2874	#73af42	methyltransferase like 7B	180	5	0	5		5717	10478	-4761
HAS1	19	51713112	10879	#73af42	hyaluronan synthase 1	180	5	0	5		5717	10478	-4761
CALHM6	6	116461375	2396	#73af42	calcium homeostasis modulator family member 6	180	5	0	5		5717	10478	-4761
MIA	19	40775160	2329	#73af42	MIA SH3 domain containing	180	5	0	5		5717	10478	-4761
AIFM2	10	70112267	20667	#73af42	apoptosis inducing factor mitochondria associated 2	180	9	4	5		395	10077	-9682
MIR496	14	101060573	101	#73af42	microRNA 496	180	5	0	5		5717	10478	-4761
PTENP1	9	33673504	3916	#73af42	phosphatase and tensin homolog pseudogene 1	180	5	0	5		5717	10478	-4761
GNPTG	16	1351931	12182	#73af42	N-acetylglucosamine-1-phosphate transferase subunit gamma	180	5	0	5		5717	10478	-4761
LINC00491	5	102608492	62972	#73af42	long intergenic non-protein coding RNA 491	180	5	0	5		5717	10478	-4761
SLC35B4	7	134289332	27598	#73af42	solute carrier family 35 member B4	180	5	0	5		5717	10478	-4761
GOLGA4	3	37243271	123608	#73af42	golgin A4	180	10	5	5		156	8822	-8666
PMP2	8	81440326	7113	#73af42	peripheral myelin protein 2	180	5	0	5		5717	10478	-4761
MIR3934	6	33698128	106	#73af42	microRNA 3934	180	5	0	5		5717	10478	-4761
AGR3	7	16859412	22571	#73af42	anterior gradient 3, protein disulphide isomerase family member	180	5	0	5		5717	10478	-4761
ERBB4	2	211375717	1162911	#73af42	erb-b2 receptor tyrosine kinase 4	180	10	5	5		156	8822	-8666
P2RY12	3	151336843	3979	#73af42	purinergic receptor P2Y12	180	5	0	5		5717	10478	-4761
IFI44L	1	78620448	25697	#73af42	interferon induced protein 44 like	180	5	0	5		5717	10478	-4761
TMPRSS11D	4	67820876	63126	#73af42	transmembrane serine protease 11D	180	5	0	5		5717	10478	-4761
GAS5-AS1	1	173863248	693	#73af42	GAS5 antisense RNA 1	180	5	0	5		5717	10478	-4761
EPHB3	3	184561785	20623	#73af42	EPH receptor B3	180	5	0	5		5717	10478	-4761
EMC10	19	50476507	14364	#73af42	ER membrane protein complex subunit 10	180	5	0	5		5717	10478	-4761
ADGRE5	19	14381144	27581	#73af42	adhesion G protein-coupled receptor E5	180	5	0	5		5717	10478	-4761
LINC00997	7	32758286	4638	#73af42	long intergenic non-protein coding RNA 997	180	5	0	5		5717	10478	-4761
MTURN	7	30134986	27776	#73af42	maturin, neural progenitor differentiation regulator homolog	180	5	0	5		5717	10478	-4761
CRYBG1	6	106511855	60162	#73af42	crystallin beta-gamma domain containing 1	180	8	3	5		1620	10418	-8798
IL10RB	21	33266367	30854	#73af42	interleukin 10 receptor subunit beta	180	5	0	5		5717	10478	-4761
SLC12A7	5	1050384	61679	#73af42	solute carrier family 12 member 7	180	5	0	5		5717	10478	-4761
MRC2	17	62627670	65927	#73af42	mannose receptor C type 2	180	5	0	5		5717	10478	-4761
C5orf15	5	133955510	13115	#73af42	chromosome 5 open reading frame 15	180	5	0	5		5717	10478	-4761
SPPL2C	17	941114	2186	#73af42	signal peptide peptidase like 2C	180	5	0	5		5717	10478	-4761
TMEM41A	3	185489601	9434	#73af42	transmembrane protein 41A	180	5	0	5		5717	10478	-4761
COL5A2	2	189031898	147863	#73af42	collagen type V alpha 2 chain	180	5	0	5		5717	10478	-4761
LHFPL3-AS1	7	104799000	5092	#73af42	LHFPL3 antisense RNA 1	180	5	0	5		5717	10478	-4761
RAB39B	X	155258235	6256	#73af42	RAB39B, member RAS oncogene family	180	5	0	5		5717	10478	-4761
ARFGEF1	8	67197660	146121	#73af42	ADP ribosylation factor guanine nucleotide exchange factor 1	180	5	0	5		5717	10478	-4761
F13B	1	197038741	28519	#73af42	coagulation factor XIII B chain	180	5	0	5		5717	10478	-4761
MEP1B	18	32190039	30364	#73af42	meprin A subunit beta	180	5	0	5		5717	10478	-4761
CLIC2	X	155276211	58403	#73af42	chloride intracellular channel 2	180	5	0	5		5717	10478	-4761
DNAJC13	3	132417502	121530	#73af42	DnaJ heat shock protein family (Hsp40) member C13	180	9	4	5		395	10077	-9682
LAMB2	3	49121114	11936	#73af42	laminin subunit beta 2	180	5	0	5		5717	10478	-4761
RASSF4	10	44959802	36088	#73af42	Ras association domain family member 4	180	5	0	5		5717	10478	-4761
ADRB3	8	37962990	3609	#73af42	adrenoceptor beta 3	180	5	0	5		5717	10478	-4761
MZB1	5	139387467	2446	#73af42	marginal zone B and B1 cell specific protein	180	5	0	5		5717	10478	-4761
CRABP1	15	78340353	7872	#73af42	cellular retinoic acid binding protein 1	180	5	0	5		5717	10478	-4761
CXCL2	4	74097040	2155	#73af42	C-X-C motif chemokine ligand 2	180	5	0	5		5717	10478	-4761
CEACAM6	19	41755530	16680	#73af42	CEA cell adhesion molecule 6	180	5	0	5		5717	10478	-4761
MT1G	16	56666730	1335	#73af42	metallothionein 1G	180	5	0	5		5717	10478	-4761
MYOG	1	203083129	2883	#73af42	myogenin	180	5	0	5		5717	10478	-4761
CCR3	3	46242381	24325	#73af42	C-C motif chemokine receptor 3	180	8	3	5		1620	10418	-8798
MIR1264	X	114652655	68	#73af42	microRNA 1264	180	5	0	5		5717	10478	-4761
C2orf69	2	199911293	16980	#73af42	chromosome 2 open reading frame 69	180	5	0	5		5717	10478	-4761
MUL1	1	20499448	8703	#73af42	mitochondrial E3 ubiquitin protein ligase 1	180	5	0	5		5717	10478	-4761
P2RY8	X|Y	1462581	74604	#73af42	P2Y receptor family member 8	180	5	0	5		5717	10478	-4761
MIR32	9	109046229	69	#73af42	microRNA 32	180	5	0	5		5717	10478	-4761
SLC38A8	16	84009667	32490	#73af42	solute carrier family 38 member 8	180	5	0	5		5717	10478	-4761
MAP3K15	X	19360058	155203	#73af42	mitogen-activated protein kinase kinase kinase 15	180	5	0	5		5717	10478	-4761
LRRN4CL	11	62686406	3124	#73af42	LRRN4 C-terminal like	180	5	0	5		5717	10478	-4761
OTUD6A	X	70062457	1722	#73af42	OTU deubiquitinase 6A	180	5	0	5		5717	10478	-4761
C17orf64	17	60422489	8937	#73af42	chromosome 17 open reading frame 64	180	5	0	5		5717	10478	-4761
AQP9	15	58138381	47530	#73af42	aquaporin 9	180	5	0	5		5717	10478	-4761
KISS1R	19	917333	3672	#73af42	KISS1 receptor	180	5	0	5		5717	10478	-4761
ANXA10	4	168092537	95199	#73af42	annexin A10	180	5	0	5		5717	10478	-4761
GUCA1A	6	42155406	24650	#73af42	guanylate cyclase activator 1A	180	5	0	5		5717	10478	-4761
GALNS	16	88813734	43213	#73af42	galactosamine (N-acetyl)-6-sulfatase	180	4	0	4		6724	10478	-3754
CLPTM1L	5	168910	26800	#73af42	CLPTM1 like	180	10	6	4		156	6947	-6791
DGAT1	8	144314584	12268	#73af42	diacylglycerol O-acyltransferase 1	180	4	0	4		6724	10478	-3754
ZDHHC21	9	14611071	82361	#73af42	zinc finger DHHC-type palmitoyltransferase 21	180	4	0	4		6724	10478	-3754
AGMAT	1	15571699	13352	#73af42	agmatinase	180	4	0	4		6724	10478	-3754
EHMT1	9	137619005	165388	#73af42	euchromatic histone lysine methyltransferase 1	180	9	5	4		395	8822	-8427
SGCD	5	156327164	440623	#73af42	sarcoglycan delta	180	4	0	4		6724	10478	-3754
ENTPD6	20	25195670	32405	#73af42	ectonucleoside triphosphate diphosphohydrolase 6	180	4	0	4		6724	10478	-3754
ADGRL2	1	81800934	192998	#73af42	adhesion G protein-coupled receptor L2	180	9	5	4		395	8822	-8427
DNAJC8	1	1986	24687	#73af42	DnaJ heat shock protein family (Hsp40) member C8	180	9	5	4		395	8822	-8427
TACC1	8	38728582	23069	#73af42	transforming acidic coiled-coil containing protein 1	180	10	6	4		156	6947	-6791
IFNL2	19	39268396	1792	#73af42	interferon lambda 2	180	4	0	4		6724	10478	-3754
SLC4A10	2	161624416	360853	#73af42	solute carrier family 4 member 10	180	4	0	4		6724	10478	-3754
TAS2R3	7	141764097	1100	#73af42	taste 2 receptor member 3	180	4	0	4		6724	10478	-3754
UGT8	4	114622367	55858	#73af42	UDP glycosyltransferase 8	180	8	4	4		1620	10077	-8457
PKP4	2	158456952	225936	#73af42	plakophilin 4	180	9	5	4		395	8822	-8427
BID	22	17734140	39902	#73af42	BH3 interacting domain death agonist	180	8	4	4		1620	10077	-8457
LRP11	6	149818757	45602	#73af42	LDL receptor related protein 11	180	4	0	4		6724	10478	-3754
ERBIN	5	65926575	155969	#73af42	erbb2 interacting protein	180	9	5	4		395	8822	-8427
PFKFB4	3	48517684	43445	#73af42	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	180	4	0	4		6724	10478	-3754
CSGALNACT1	8	19404161	198384	#73af42	chondroitin sulfate N-acetylgalactosaminyltransferase 1	180	4	0	4		6724	10478	-3754
PISD	22	31618491	20032	#73af42	phosphatidylserine decarboxylase	180	4	0	4		6724	10478	-3754
TPD52L2	20	63865270	26267	#73af42	TPD52 like 2	180	9	5	4		395	8822	-8427
CLNS1A	11	77618540	19266	#73af42	chloride nucleotide-sensitive channel 1A	180	9	5	4		395	8822	-8427
C1orf112	1	169795040	59039	#73af42	chromosome 1 open reading frame 112	180	4	0	4		6724	10478	-3754
SAMD8	10	75111656	70467	#73af42	sterile alpha motif domain containing 8	180	4	0	4		6724	10478	-3754
IKBIP	12	98613424	31364	#73af42	IKBKB interacting protein	180	9	5	4		395	8822	-8427
BROX	1	222713321	21875	#73af42	BRO1 domain and CAAX motif containing	180	4	0	4		6724	10478	-3754
HLA-DMB	6	4333870	6391	#73af42	major histocompatibility complex, class II, DM beta	180	4	0	4		6724	10478	-3754
GALNT12	9	98807670	42411	#73af42	polypeptide N-acetylgalactosaminyltransferase 12	180	4	0	4		6724	10478	-3754
DRAM2	1	111117170	23046	#73af42	DNA damage regulated autophagy modulator 2	180	4	0	4		6724	10478	-3754
C1orf159	1	1081823	34266	#73af42	chromosome 1 open reading frame 159	180	4	0	4		6724	10478	-3754
LPAR1	9	110873252	163528	#73af42	lysophosphatidic acid receptor 1	180	4	0	4		6724	10478	-3754
RAC3	17	82031678	2526	#73af42	Rac family small GTPase 3	180	4	0	4		6724	10478	-3754
ACO1	9	32384603	66231	#73af42	aconitase 1	180	4	0	4		6724	10478	-3754
PPP4R2	3	72996743	72458	#73af42	protein phosphatase 4 regulatory subunit 2	180	4	0	4		6724	10478	-3754
RAB3D	19	11322069	17588	#73af42	RAB3D, member RAS oncogene family	180	4	0	4		6724	10478	-3754
SNRPN	15	24823608	155115	#73af42	small nuclear ribonucleoprotein polypeptide N	180	4	0	4		6724	10478	-3754
SPDL1	5	169583773	21004	#73af42	spindle apparatus coiled-coil protein 1	180	9	5	4		395	8822	-8427
ARF1	1	228083134	16078	#73af42	ADP ribosylation factor 1	180	8	4	4		1620	10077	-8457
ACVR2A	2	147844517	86305	#73af42	activin A receptor type 2A	180	4	0	4		6724	10478	-3754
TMEM256	17	7402976	1121	#73af42	transmembrane protein 256	180	4	0	4		6724	10478	-3754
NQO1	16	69709401	17159	#73af42	NAD(P)H quinone dehydrogenase 1	180	7	3	4		4164	10418	-6254
GPX2	14	64939159	3586	#73af42	glutathione peroxidase 2	180	4	0	4		6724	10478	-3754
TGM6	20	2380901	51852	#73af42	transglutaminase 6	180	4	0	4		6724	10478	-3754
DHX29	5	55256055	51639	#73af42	DExH-box helicase 29	180	9	5	4		395	8822	-8427
SLC6A3	5	1392796	52644	#73af42	solute carrier family 6 member 3	180	8	4	4		1620	10077	-8457
SGPP1	14	63684216	43849	#73af42	sphingosine-1-phosphate phosphatase 1	180	4	0	4		6724	10478	-3754
TGOLN2	2	85318027	9962	#73af42	trans-golgi network protein 2	180	4	0	4		6724	10478	-3754
SCD5	4	82629539	169257	#73af42	stearoyl-CoA desaturase 5	180	9	5	4		395	8822	-8427
FGD4	12	32502163	143887	#73af42	FYVE, RhoGEF and PH domain containing 4	180	9	5	4		395	8822	-8427
MIR4426	1	55234164	685	#73af42	microRNA 4426	180	4	0	4		6724	10478	-3754
BCORL1	X	130005188	52895	#73af42	BCL6 corepressor like 1	180	8	4	4		1620	10077	-8457
PDK3	X	24465227	69198	#73af42	pyruvate dehydrogenase kinase 3	180	11	7	4		96	3746	-3650
TOM1L1	17	54900691	37345	#73af42	target of myb1 like 1 membrane trafficking protein	180	4	0	4		6724	10478	-3754
MROH1	8	144148016	65449	#73af42	maestro heat like repeat family member 1	180	4	0	4		6724	10478	-3754
B4GALT7	5	177600132	10198	#73af42	beta-1,4-galactosyltransferase 7	180	4	0	4		6724	10478	-3754
GNAL	18	11689264	196420	#73af42	G protein subunit alpha L	180	4	0	4		6724	10478	-3754
DENND11	7	23320	45441	#73af42	DENN domain containing 11	180	4	0	4		6724	10478	-3754
C11orf24	11	68261338	10635	#73af42	chromosome 11 open reading frame 24	180	4	0	4		6724	10478	-3754
ABCB8	7	151028450	19332	#73af42	ATP binding cassette subfamily B member 8	180	4	0	4		6724	10478	-3754
PARD3	10	34312262	503034	#73af42	par-3 family cell polarity regulator	180	10	6	4		156	6947	-6791
LRP10	14	22871740	9971	#73af42	LDL receptor related protein 10	180	4	0	4		6724	10478	-3754
CA12	15	63323531	58579	#73af42	carbonic anhydrase 12	180	4	0	4		6724	10478	-3754
SMARCAD1	4	94253309	37983	#73af42	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	180	9	5	4		395	8822	-8427
CELF1	11	47465937	87195	#73af42	CUGBP Elav-like family member 1	180	9	5	4		395	8822	-8427
EFR3A	8	131904093	109546	#73af42	EFR3 homolog A	180	9	5	4		395	8822	-8427
RNPEP	1	201982648	23495	#73af42	arginyl aminopeptidase	180	4	0	4		6724	10478	-3754
DTYMK	2	241675749	11066	#73af42	deoxythymidylate kinase	180	4	0	4		6724	10478	-3754
POMGNT1	1	46188681	8818	#73af42	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)	180	4	0	4		6724	10478	-3754
ELF1	13	40931924	129462	#73af42	E74 like ETS transcription factor 1	180	8	4	4		1620	10077	-8457
BMERB1	16	15502266	85993	#73af42	bMERB domain containing 1	180	4	0	4		6724	10478	-3754
PXDN	2	1631887	112628	#73af42	peroxidasin	180	8	4	4		1620	10077	-8457
TMEM254	10	80078665	13886	#73af42	transmembrane protein 254	180	4	0	4		6724	10478	-3754
TNIK	3	171058414	401991	#73af42	TRAF2 and NCK interacting kinase	180	9	5	4		395	8822	-8427
SCAF11	12	45919131	71443	#73af42	SR-related CTD associated factor 11	180	9	5	4		395	8822	-8427
ATP8B1	18	57646426	156889	#73af42	ATPase phospholipid transporting 8B1	180	4	0	4		6724	10478	-3754
PDP1	8	93916947	9121	#73af42	pyruvate dehydrogenase phosphatase catalytic subunit 1	180	9	5	4		395	8822	-8427
HOOK2	19	12763003	12549	#73af42	hook microtubule tethering protein 2	180	4	0	4		6724	10478	-3754
LMNB2	19	2428166	28793	#73af42	lamin B2	180	9	5	4		395	8822	-8427
RTN4IP1	6	106570771	59720	#73af42	reticulon 4 interacting protein 1	180	9	5	4		395	8822	-8427
L2HGDH	14	50242434	69795	#73af42	L-2-hydroxyglutarate dehydrogenase	180	4	0	4		6724	10478	-3754
PTPN12	7	77538043	102026	#73af42	protein tyrosine phosphatase non-receptor type 12	180	9	5	4		395	8822	-8427
AKAP12	6	151325531	33030	#73af42	A-kinase anchoring protein 12	180	9	5	4		395	8822	-8427
CACNG6	19	53992288	20378	#73af42	calcium voltage-gated channel auxiliary subunit gamma 6	180	4	0	4		6724	10478	-3754
S1PR5	19	10512742	5223	#73af42	sphingosine-1-phosphate receptor 5	180	4	0	4		6724	10478	-3754
RGMA	15	93035271	37885	#73af42	repulsive guidance molecule BMP co-receptor a	180	4	0	4		6724	10478	-3754
ADH1B	4	99304971	16430	#73af42	alcohol dehydrogenase 1B (class I), beta polypeptide	180	4	0	4		6724	10478	-3754
SLC32A1	20	38724486	4886	#73af42	solute carrier family 32 member 1	180	4	0	4		6724	10478	-3754
TTC17	11	43358920	136009	#73af42	tetratricopeptide repeat domain 17	180	9	5	4		395	8822	-8427
ZDHHC6	10	112430300	16614	#73af42	zinc finger DHHC-type palmitoyltransferase 6	180	4	0	4		6724	10478	-3754
KIAA0319	6	24544107	102084	#73af42	KIAA0319	180	4	0	4		6724	10478	-3754
HBBP1	11	5241955	1637	#73af42	hemoglobin subunit beta pseudogene 1	180	4	0	4		6724	10478	-3754
BICD1	12	32106847	276786	#73af42	BICD cargo adaptor 1	180	8	4	4		1620	10077	-8457
ZDHHC13	11	19117168	59247	#73af42	zinc finger DHHC-type palmitoyltransferase 13	180	4	0	4		6724	10478	-3754
TAS2R13	12	106632	1636	#73af42	taste 2 receptor member 13	180	4	0	4		6724	10478	-3754
DIAPH1	5	141515021	103979	#73af42	diaphanous related formin 1	180	8	4	4		1620	10077	-8457
TSPAN14	10	80454310	78814	#73af42	tetraspanin 14	180	4	0	4		6724	10478	-3754
CTDNEP1	17	7243591	8387	#73af42	CTD nuclear envelope phosphatase 1	180	4	0	4		6724	10478	-3754
SGSM3	22	40370594	39695	#73af42	small G protein signaling modulator 3	180	4	0	4		6724	10478	-3754
CTDSP1	2	218399868	6073	#73af42	CTD small phosphatase 1	180	8	4	4		1620	10077	-8457
NCEH1	3	172630249	80818	#73af42	neutral cholesterol ester hydrolase 1	180	4	0	4		6724	10478	-3754
GAL3ST1	22	30554635	6141	#73af42	galactose-3-O-sulfotransferase 1	180	4	0	4		6724	10478	-3754
ST8SIA4	5	100806933	96349	#73af42	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	180	4	0	4		6724	10478	-3754
SLC2A6	9	297188	8005	#73af42	solute carrier family 2 member 6	180	4	0	4		6724	10478	-3754
EXOC7	17	76081016	22771	#73af42	exocyst complex component 7	180	8	4	4		1620	10077	-8457
WDR72	15	53513741	249137	#73af42	WD repeat domain 72	180	4	0	4		6724	10478	-3754
IKZF2	2	212999701	150736	#73af42	IKAROS family zinc finger 2	180	4	0	4		6724	10478	-3754
LDAH	2	20684014	139116	#73af42	lipid droplet associated hydrolase	180	4	0	4		6724	10478	-3754
EVA1C	21	32412706	102681	#73af42	eva-1 homolog C	180	4	0	4		6724	10478	-3754
MMP15	16	58025754	21146	#73af42	matrix metallopeptidase 15	180	4	0	4		6724	10478	-3754
FOCAD	9	20684259	311691	#73af42	focadhesin	180	4	0	4		6724	10478	-3754
FAM120A	9	93451685	114426	#73af42	family with sequence similarity 120A	180	9	5	4		395	8822	-8427
DUSP19	2	183078747	21247	#73af42	dual specificity phosphatase 19	180	4	0	4		6724	10478	-3754
METTL9	16	1447355	57986	#73af42	methyltransferase like 9	180	4	0	4		6724	10478	-3754
DOCK1	10	126905409	547108	#73af42	dedicator of cytokinesis 1	180	8	4	4		1620	10077	-8457
MFSD5	12	53251586	2820	#73af42	major facilitator superfamily domain containing 5	180	4	0	4		6724	10478	-3754
