gene_symbol	chromosome	start	length	color	full_name	days_in_timeframe	recent_timeframe_citation_count	prior_timeframe_citation_count	citation_count_delta	significance	recent_gene_rank	prior_gene_rank	rank_delta
Celf2	17	75259269	395913	#73af42	CUGBP, Elav-like family member 2	180	0	0	0		270	670	-400
RGD1359290	10	95634706	23271	#73af42	Ribosomal_L22 domain containing protein RGD1359290	180	0	0	0		270	670	-400
Vom2r48	4	156324922	41655	#73af42	vomeronasal 2 receptor, 48	180	0	0	0		270	670	-400
Pfdn6	20	5455974	1474	#73af42	prefoldin subunit 6	180	0	0	0		270	670	-400
Map2k4	10	52196121	74463	#73af42	mitogen activated protein kinase kinase 4	180	0	0	0		270	670	-400
Rgs18	13	61565483	25656	#73af42	regulator of G-protein signaling 18	180	0	0	0		270	670	-400
Eif2b3	5	135882978	66298	#73af42	eukaryotic translation initiation factor 2B subunit gamma	180	0	0	0		270	670	-400
Aagab	8	68526095	36923	#73af42	alpha- and gamma-adaptin binding protein	180	0	0	0		270	670	-400
Rxylt1	7	64329350	11776	#73af42	ribitol xylosyltransferase 1	180	0	0	0		270	670	-400
Galk2	3	118144596	124242	#73af42	galactokinase 2	180	0	0	0		270	670	-400
RGD1562485	X	96458910	1311	#73af42	similar to RIKEN cDNA 4921511C20 gene	180	0	0	0		270	670	-400
Map2k5	8	68055976	226614	#73af42	mitogen activated protein kinase kinase 5	180	0	0	0		270	670	-400
Mageb3	X	54843202	995	#73af42	MAGE family member B3	180	0	0	0		270	670	-400
Fads6	10	103832838	15197	#73af42	fatty acid desaturase 6	180	0	0	0		270	670	-400
Mrpl49	1	221417336	2771	#73af42	mitochondrial ribosomal protein L49	180	0	0	0		270	670	-400
Arsg	10	97773869	84941	#73af42	arylsulfatase G	180	0	0	0		270	670	-400
Ppie	5	140825353	9891	#73af42	peptidylprolyl isomerase E	180	0	0	0		270	670	-400
Klhl6	11	84745958	38772	#73af42	kelch-like family member 6	180	0	0	0		270	670	-400
Otop3	10	103887045	11286	#73af42	otopetrin 3	180	0	0	0		270	670	-400
Otop2	10	103874383	9570	#73af42	otopetrin 2	180	0	0	0		270	670	-400
Cisd3	10	85628611	3031	#73af42	CDGSH iron sulfur domain 3	180	0	0	0		270	670	-400
Ccdc130		25367553	7815	#73af42		180	0	0	0		-1	-1	-1
Mpp7	17	60060013	190094	#73af42	membrane palmitoylated protein 7	180	0	0	0		270	670	-400
Kif3b	3	148773259	40034	#73af42	kinesin family member 3B	180	0	0	0		270	670	-400
Hus1b	17	34693604	830	#73af42	HUS1 checkpoint clamp component B	180	0	0	0		270	670	-400
Spata22	10	59894524	16243	#73af42	spermatogenesis associated 22	180	0	0	0		270	670	-400
Vmo1	10	57120499	1085	#73af42	vitelline membrane outer layer 1 homolog	180	0	0	0		270	670	-400
Itpk1	6	126450139	131895	#73af42	inositol-tetrakisphosphate 1-kinase	180	0	0	0		270	670	-400
Spaca1	5	49424066	15114	#73af42	sperm acrosome associated 1	180	0	0	0		270	670	-400
Gpsm1	3	3767394	26966	#73af42	G-protein signaling modulator 1	180	0	0	0		270	670	-400
Wdr48	8	128577080	33207	#73af42	WD repeat domain 48	180	0	0	0		270	670	-400
Insig2	13	37266413	13453	#73af42	insulin induced gene 2	180	0	0	0		270	670	-400
Il1rapl1	X	55439578	1326315	#73af42	interleukin 1 receptor accessory protein-like 1	180	0	0	0		270	670	-400
Slc14a2	18	74508070	34007	#73af42	solute carrier family 14 member 2	180	0	0	0		270	670	-400
Ctsm	17	3820606	5409	#73af42	cathepsin M	180	0	0	0		270	670	-400
Igsf1	X	136792643	15242	#73af42	immunoglobulin superfamily, member 1	180	0	0	0		270	670	-400
Plppr1	5	67852817	132491	#73af42	phospholipid phosphatase related 1	180	0	0	0		270	670	-400
Eif4a1	10	56271257	5507	#73af42	eukaryotic translation initiation factor 4A1	180	0	0	0		270	670	-400
Acad9	2	122782131	23634	#73af42	acyl-CoA dehydrogenase family, member 9	180	0	0	0		270	670	-400
Mthfs	8	96564877	49473	#73af42	methenyltetrahydrofolate synthetase	180	0	0	0		270	670	-400
Hat1	3	58022395	47669	#73af42	histone acetyltransferase 1	180	0	0	0		270	670	-400
Olr1523	10	75190699	11331	#73af42	olfactory receptor 1523	180	0	0	0		270	670	-400
Cpne6	15	34187229	6878	#73af42	copine 6	180	0	0	0		270	670	-400
LOC100294508	5	144779681	92590	#73af42	dyslexia susceptibility 2-like	180	0	0	0		270	670	-400
LOC500876	7	100381164	1733	#73af42	LOC500876	180	0	0	0		270	670	-400
Smim1	5	171309335	2691	#73af42	small integral membrane protein 1 (Vel blood group)	180	0	0	0		270	670	-400
Ubn2	4	66165845	67385	#73af42	ubinuclein 2	180	0	0	0		270	670	-400
Odf2l	2	250995517	37379	#73af42	outer dense fiber of sperm tails 2-like	180	0	0	0		270	670	-400
Slc35e1	16	19052321	12275	#73af42	solute carrier family 35, member E1	180	0	0	0		270	670	-400
Ctxn1	12	2534212	1611	#73af42	cortexin 1	180	0	0	0		270	670	-400
Tsc22d1	15	58654913	3243	#73af42	TSC22 domain family, member 1	180	0	0	0		270	670	-400
Utf1	1	212281237	1116	#73af42	undifferentiated embryonic cell transcription factor 1	180	0	0	0		270	670	-400
Kat14	3	138508899	40538	#73af42	lysine acetyltransferase 14	180	0	0	0		270	670	-400
Cox11	10	78111050	63534	#73af42	cytochrome c oxidase copper chaperone COX11	180	0	0	0		270	670	-400
Stpg1	5	153845094	43416	#73af42	sperm-tail PG-rich repeat containing 1	180	0	0	0		270	670	-400
Vstm4	16	9092307	80548	#73af42	V-set and transmembrane domain containing 4	180	0	0	0		270	670	-400
Ddhd1	15	19965184	67007	#73af42	DDHD domain containing 1	180	0	0	0		270	670	-400
Bles03	1	220806563	2251	#73af42	basophilic leukemia expressed protein BLES03	180	0	0	0		270	670	-400
Tesl	X	121053288	13567	#73af42	testis derived transcript-like	180	0	0	0		270	670	-400
Slc35d1	5	122700396	46419	#73af42	solute carrier family 35 member D1	180	0	0	0		270	670	-400
Dsg3	18	15653611	34506	#73af42	desmoglein 3	180	0	0	0		270	670	-400
Cdc26	5	78253396	13667	#73af42	cell division cycle 26	180	0	0	0		270	670	-400
Dlg3	X	70596577	50721	#73af42	discs large MAGUK scaffold protein 3	180	0	0	0		270	670	-400
Pias3	2	198823369	8164	#73af42	protein inhibitor of activated STAT, 3	180	0	0	0		270	670	-400
Atxn7l3b	7	55600879	3524	#73af42	ataxin 7-like 3B	180	0	0	0		270	670	-400
Ppp6r1	1	72757881	26609	#73af42	protein phosphatase 6, regulatory subunit 1	180	0	0	0		270	670	-400
Spink13	18	57935271	145825	#73af42	serine peptidase inhibitor Kazal type 13	180	0	0	0		270	670	-400
Rab22a	3	171743929	46629	#73af42	RAB22A, member RAS oncogene family	180	0	0	0		270	670	-400
Rbm38	3	171037896	12599	#73af42	RNA binding motif protein 38	180	0	0	0		270	670	-400
RGD1563482		37680152	19464	#73af42		180	0	0	0		-1	-1	-1
Spo11	3	170996193	11250	#73af42	SPO11, initiator of meiotic double stranded breaks	180	0	0	0		270	670	-400
Gpr39	13	42008842	896	#73af42	G protein-coupled receptor 39	180	0	0	0		270	670	-400
Naa20	3	140106726	18321	#73af42	N(alpha)-acetyltransferase 20, NatB catalytic subunit	180	0	0	0		270	670	-400
Arrb1	1	164502452	65978	#73af42	arrestin, beta 1	180	0	0	0		270	670	-400
Lmntd2	1	214197126	4044	#73af42	lamin tail domain containing 2	180	0	0	0		270	670	-400
Bco1	19	49637059	36517	#73af42	beta-carotene oxygenase 1	180	0	0	0		270	670	-400
Khdrbs2	9	39539521	469159	#73af42	KH RNA binding domain containing, signal transduction associated 2	180	0	0	0		270	670	-400
Ddx39b	20	4806108	12450	#73af42	DExD-box helicase 39B	180	0	0	0		270	670	-400
H1f4	17	43734461	659	#73af42	H1.4 linker histone, cluster member	180	0	0	0		270	670	-400
Pgc	9	15266699	8218	#73af42	progastricsin	180	0	0	0		270	670	-400
Map2k2	7	11458984	19347	#73af42	mitogen activated protein kinase kinase 2	180	0	0	0		270	670	-400
Krt18	7	143629455	3676	#73af42	keratin 18	180	0	0	0		270	670	-400
C9	2	55775562	48245	#73af42	complement C9	180	0	0	0		270	670	-400
RragB	X	19338034	31676	#73af42	Ras-related GTP binding B	180	0	0	0		270	670	-400
Tcea2	3	177188063	7807	#73af42	transcription elongation factor A2	180	0	0	0		270	670	-400
Pinlyp	1	81406633	5444	#73af42	phospholipase A2 inhibitor and LY6/PLAUR domain containing	180	0	0	0		270	670	-400
LOC688828	8	113687983	1674	#73af42	similar to Nucleoside diphosphate-linked moiety X motif 16 (Nudix motif 16)	180	0	0	0		270	670	-400
Serpinb9d	17	32516679	7657	#73af42	serine (or cysteine) peptidase inhibitor, clade B, member 9d	180	0	0	0		270	670	-400
Pole	12	52403533	48509	#73af42	DNA polymerase epsilon, catalytic subunit	180	0	0	0		270	670	-400
Rreb1	17	27539137	126129	#73af42	ras responsive element binding protein 1	180	0	0	0		270	670	-400
Armc7	10	104036367	16485	#73af42	armadillo repeat containing 7	180	0	0	0		270	670	-400
Nnmt	8	52925197	12767	#73af42	nicotinamide N-methyltransferase	180	0	0	0		270	670	-400
Abcg4	8	48604915	15567	#73af42	ATP binding cassette subfamily G member 4	180	0	0	0		270	670	-400
Pim1	20	8165423	4134	#73af42	Pim-1 proto-oncogene, serine/threonine kinase	180	0	0	0		270	670	-400
Rfc2	12	25130375	13105	#73af42	replication factor C subunit 2	180	0	0	0		270	670	-400
Aurkb	10	55626741	5657	#73af42	aurora kinase B	180	0	0	0		270	670	-400
Hcn3	2	188458851	13065	#73af42	hyperpolarization-activated cyclic nucleotide-gated potassium channel 3	180	0	0	0		270	670	-400
Hcn2	7	12851730	18357	#73af42	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2	180	0	0	0		270	670	-400
Gtpbp4	17	63111086	34532	#73af42	GTP binding protein 4	180	0	0	0		270	670	-400
Sh2b2	12	23473270	27767	#73af42	SH2B adaptor protein 2	180	0	0	0		270	670	-400
Mir326	1	164518401	94	#73af42	microRNA 326	180	0	0	0		270	670	-400
Inha	9	82700482	2901	#73af42	inhibin subunit alpha	180	0	0	0		270	670	-400
Th	1	216073034	7253	#73af42	tyrosine hydroxylase	180	0	0	0		270	670	-400
Coq7	1	188176060	14800	#73af42	coenzyme Q7, hydroxylase	180	0	0	0		270	670	-400
Spsb3	10	14248710	5105	#73af42	splA/ryanodine receptor domain and SOCS box containing 3	180	0	0	0		270	670	-400
Slc51a	11	71533078	14398	#73af42	solute carrier family 51 subunit alpha	180	0	0	0		270	670	-400
Noxo1	10	14062331	4587	#73af42	NADPH oxidase organizer 1	180	0	0	0		270	670	-400
Tm4sf1	2	147382866	9196	#73af42	transmembrane 4 L six family member 1	180	0	0	0		270	670	-400
Mecom	2	117396086	597518	#73af42	MDS1 and EVI1 complex locus	180	0	0	0		270	670	-400
Slc25a46	18	24369104	28308	#73af42	solute carrier family 25, member 46	180	0	0	0		270	670	-400
Gbe1	11	7210169	275726	#73af42	1,4-alpha-glucan branching enzyme 1	180	0	0	0		270	670	-400
Kdm5a	4	152892388	79808	#73af42	lysine demethylase 5A	180	0	0	0		270	670	-400
Plin1	1	141458993	11934	#73af42	perilipin 1	180	0	0	0		270	670	-400
Snrnp35	12	37531093	7310	#73af42	small nuclear ribonucleoprotein U11/U12 subunit 35	180	0	0	0		270	670	-400
Rnls	1	251828290	272469	#73af42	renalase, FAD-dependent amine oxidase	180	0	0	0		270	670	-400
LOC306766	17	10586043	12588	#73af42	hypothetical LOC306766	180	0	0	0		270	670	-400
Rps6ka5	6	124557913	177828	#73af42	ribosomal protein S6 kinase A5	180	0	0	0		270	670	-400
Tfap2d	9	25304876	60273	#73af42	transcription factor AP-2 delta	180	0	0	0		270	670	-400
Ubiad1	5	165247630	11598	#73af42	UbiA prenyltransferase domain containing 1	180	0	0	0		270	670	-400
Pfkfb2	13	47413458	27224	#73af42	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	180	0	0	0		270	670	-400
Gimap8	4	78283433	11405	#73af42	GTPase, IMAP family member 8	180	0	0	0		270	670	-400
Wnt9a	10	45659056	27033	#73af42	Wnt family member 9A	180	0	0	0		270	670	-400
Disp1	13	101451932	145638	#73af42	dispatched RND transporter family member 1	180	0	0	0		270	670	-400
Brf1	6	137765122	43181	#73af42	BRF1, RNA polymerase III transcription initiation factor subunit	180	0	0	0		270	670	-400
Asb13	17	70215401	18702	#73af42	ankyrin repeat and SOCS box-containing 13	180	0	0	0		270	670	-400
Atp10a	1	115973343	168551	#73af42	ATPase phospholipid transporting 10A (putative)	180	0	0	0		270	670	-400
Cdk12	10	86157742	47721	#73af42	cyclin-dependent kinase 12	180	0	0	0		270	670	-400
Nudt7	19	46455823	14247	#73af42	nudix hydrolase 7	180	0	0	0		270	670	-400
Galnt11	4	6297255	33510	#73af42	polypeptide N-acetylgalactosaminyltransferase 11	180	0	0	0		270	670	-400
Klk1c3	1	100160166	3779	#73af42	kallikrein 1-related peptidase C3	180	0	0	0		270	670	-400
Pwwp2b	1	211582077	18636	#73af42	PWWP domain containing 2B	180	0	0	0		270	670	-400
Pum2	6	33786627	79064	#73af42	pumilio RNA-binding family member 2	180	0	0	0		270	670	-400
Ifitm1	1	213765918	1923	#73af42	interferon induced transmembrane protein 1	180	0	0	0		270	670	-400
Clk1	9	65296777	11218	#73af42	CDC-like kinase 1	180	0	0	0		270	670	-400
Mocs3	3	164986421	1960	#73af42	molybdenum cofactor synthesis 3	180	0	0	0		270	670	-400
Slc35c2	3	161801197	11094	#73af42	solute carrier family 35 member C2	180	0	0	0		270	670	-400
Fam122b		157853993	25946	#73af42		180	0	0	0		-1	-1	-1
Myo10	2	77868432	202877	#73af42	myosin X	180	0	0	0		270	670	-400
Dazl	9	12633990	16948	#73af42	deleted in azoospermia-like	180	0	0	0		270	670	-400
Dhx58	10	88599728	11167	#73af42	DEXH-box helicase 58	180	0	0	0		270	670	-400
Ercc6l	X	72018373	15767	#73af42	ERCC excision repair 6 like, spindle assembly checkpoint helicase	180	0	0	0		270	670	-400
Smc6	6	36941233	53232	#73af42	structural maintenance of chromosomes 6	180	0	0	0		270	670	-400
Elmo1	17	46352103	536685	#73af42	engulfment and cell motility 1	180	0	0	0		270	670	-400
Nup160	3	79496239	65924	#73af42	nucleoporin 160	180	0	0	0		270	670	-400
Eras	X	15419028	4386	#73af42	ES cell expressed Ras	180	0	0	0		270	670	-400
Rpf2	20	45321382	21483	#73af42	ribosome production factor 2 homolog	180	0	0	0		270	670	-400
Gucy1b2	15	45487629	48429	#73af42	guanylate cyclase 1 soluble subunit beta 2	180	0	0	0		270	670	-400
Nsmf	3	2262253	8743	#73af42	NMDA receptor synaptonuclear signaling and neuronal migration factor	180	0	0	0		270	670	-400
Npy5r	16	24797124	7957	#73af42	neuropeptide Y receptor Y5	180	0	0	0		270	670	-400
Id1	3	148215588	1127	#73af42	inhibitor of DNA binding 1, HLH protein	180	0	0	0		270	670	-400
Scgb1a1	1	225279698	3548	#73af42	secretoglobin family 1A member 1	180	0	0	0		270	670	-400
Ube2i	10	72147709	1075	#73af42	ubiquitin-conjugating enzyme E2I	180	0	0	0		270	670	-400
Ccdc151		23000912	13602	#73af42		180	0	0	0		-1	-1	-1
Serpini1	2	174013426	98267	#73af42	serpin family I member 1	180	0	0	0		270	670	-400
Phox2a	1	166893734	4518	#73af42	paired-like homeobox 2a	180	0	0	0		270	670	-400
Nedd9	17	23116661	63040	#73af42	neural precursor cell expressed, developmentally down-regulated 9	180	0	0	0		270	670	-400
Hist1h2ah	17	43632354	497	#73af42	histone cluster 1 H2A family member H	180	0	0	0		270	670	-400
Nphp1	3	120316048	54041	#73af42	nephrocystin 1	180	0	0	0		270	670	-400
Syt2	13	51569248	8576	#73af42	synaptotagmin 2	180	0	0	0		270	670	-400
Krt33b	10	87959493	3353	#73af42	keratin 33B	180	0	0	0		270	670	-400
Kat8	1	199360645	12280	#73af42	lysine acetyltransferase 8	180	0	0	0		270	670	-400
Nnt	2	52189526	93022	#73af42	nicotinamide nucleotide transhydrogenase	180	0	0	0		270	670	-400
Trappc13	2	34223401	31548	#73af42	trafficking protein particle complex subunit 13	180	0	0	0		270	670	-400
Abca17	10	13630097	86834	#73af42	ATP-binding cassette, subfamily A (ABC1), member 17	180	0	0	0		270	670	-400
Cacng7	1	64375605	26252	#73af42	calcium voltage-gated channel auxiliary subunit gamma 7	180	0	0	0		270	670	-400
Pou4f2	19	33160180	3641	#73af42	POU class 4 homeobox 2	180	0	0	0		270	670	-400
Dnajc16	5	160325088	27786	#73af42	DnaJ heat shock protein family (Hsp40) member C16	180	0	0	0		270	670	-400
Isg20	1	140602260	6632	#73af42	interferon stimulated exonuclease gene 20	180	0	0	0		270	670	-400
Cacng5	10	96124904	6806	#73af42	calcium voltage-gated channel auxiliary subunit gamma 5	180	0	0	0		270	670	-400
Serpina10	6	127500014	8438	#73af42	serpin family A member 10	180	0	0	0		270	670	-400
Sumo2	10	104085401	12582	#73af42	small ubiquitin-like modifier 2	180	0	0	0		270	670	-400
Cblb	11	51040207	162496	#73af42	Cbl proto-oncogene B	180	0	0	0		270	670	-400
Daxx	20	5480103	5747	#73af42	death-domain associated protein	180	0	0	0		270	670	-400
Samsn1	11	14254047	50638	#73af42	SAM domain, SH3 domain and nuclear localization signals, 1	180	0	0	0		270	670	-400
Skap2	4	81818569	150263	#73af42	src kinase associated phosphoprotein 2	180	0	0	0		270	670	-400
Clec2d	4	162292305	9851	#73af42	C-type lectin domain family 2, member D	180	0	0	0		270	670	-400
Mmp16	5	31568419	242065	#73af42	matrix metallopeptidase 16	180	0	0	0		270	670	-400
Cacng4	10	95954160	61324	#73af42	calcium voltage-gated channel auxiliary subunit gamma 4	180	0	0	0		270	670	-400
Paics	14	33563884	16682	#73af42	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase	180	0	0	0		270	670	-400
Siah1	19	21372163	23606	#73af42	siah E3 ubiquitin protein ligase 1	180	0	0	0		270	670	-400
Arf3	7	7147	5785	#73af42	ADP-ribosylation factor 3	180	0	0	0		270	670	-400
Agap1	9	96746440	283723	#73af42	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	180	0	0	0		270	670	-400
Slc16a14	9	92506430	24508	#73af42	solute carrier family 16, member 14	180	0	0	0		270	670	-400
Slc19a3	9	88764073	64339	#73af42	solute carrier family 19 member 3	180	0	0	0		270	670	-400
Cyp2r1	1	184094019	12209	#73af42	cytochrome P450, family 2, subfamily r, polypeptide 1	180	0	0	0		270	670	-400
Wnt6	9	82033543	13629	#73af42	Wnt family member 6	180	0	0	0		270	670	-400
Zfp142	9	81844138	23948	#73af42	zinc finger protein 142	180	0	0	0		270	670	-400
Itga11	8	67567199	116774	#73af42	integrin subunit alpha 11	180	0	0	0		270	670	-400
Vps13b	7	74118834	603507	#73af42	vacuolar protein sorting 13 homolog B	180	0	0	0		270	670	-400
Brms1l	6	76675429	32832	#73af42	BRMS1 like transcriptional repressor	180	0	0	0		270	670	-400
Agpat3	20	11114164	30642	#73af42	1-acylglycerol-3-phosphate O-acyltransferase 3	180	0	0	0		270	670	-400
Klhl20	13	78912365	44847	#73af42	kelch-like family member 20	180	0	0	0		270	670	-400
RGD1560242	1	241338704	122164	#73af42	similar to RIKEN cDNA 1700028P14	180	0	0	0		270	670	-400
Zbtb3	1	224998172	2317	#73af42	zinc finger and BTB domain containing 3	180	0	0	0		270	670	-400
Pitpnm2	12	37805332	98523	#73af42	phosphatidylinositol transfer protein, membrane-associated 2	180	0	0	0		270	670	-400
Dyrk2	7	61786309	12420	#73af42	dual specificity tyrosine phosphorylation regulated kinase 2	180	0	0	0		270	670	-400
Crocc	5	159540453	42596	#73af42	ciliary rootlet coiled-coil, rootletin	180	0	0	0		270	670	-400
Bbof1	6	108123855	25752	#73af42	basal body orientation factor 1	180	0	0	0		270	670	-400
Srebf1	10	46570996	11858	#73af42	sterol regulatory element binding transcription factor 1	180	0	0	0		270	670	-400
Wdr93	1	141488272	39203	#73af42	WD repeat domain 93	180	0	0	0		270	670	-400
Klf14	4	58247876	2922	#73af42	Kruppel-like factor 14	180	0	0	0		270	670	-400
Tpk1	4	72792252	381927	#73af42	thiamin pyrophosphokinase 1	180	0	0	0		270	670	-400
Sash3	X	134979690	14661	#73af42	SAM and SH3 domain containing 3	180	0	0	0		270	670	-400
Rbpj	14	59658935	76515	#73af42	recombination signal binding protein for immunoglobulin kappa J region	180	0	0	0		270	670	-400
Lgr5	7	58448277	139510	#73af42	leucine rich repeat containing G protein coupled receptor 5	180	0	0	0		270	670	-400
Papss1	2	236605695	75077	#73af42	3'-phosphoadenosine 5'-phosphosulfate synthase 1	180	0	0	0		270	670	-400
Depdc1b	2	40000313	69662	#73af42	DEP domain containing 1B	180	0	0	0		270	670	-400
Ankrd34b	2	22000106	15924	#73af42	ankyrin repeat domain 34B	180	0	0	0		270	670	-400
Phlda1	7	54247460	2204	#73af42	pleckstrin homology-like domain, family A, member 1	180	0	0	0		270	670	-400
Bmp2	3	126336185	8516	#73af42	bone morphogenetic protein 2	180	0	0	0		270	670	-400
Aif1	20	5161350	1899	#73af42	allograft inflammatory factor 1	180	0	0	0		270	670	-400
Mir186	2	263873759	85	#73af42	microRNA 186	180	0	0	0		270	670	-400
Mir540	6	133706202	83	#73af42	microRNA 540	180	0	0	0		270	670	-400
Mir196b	4	82199056	84	#73af42	microRNA 196b	180	0	0	0		270	670	-400
Nxt1	3	142993658	2923	#73af42	nuclear transport factor 2-like export factor 1	180	0	0	0		270	670	-400
Dym	18	70996140	316893	#73af42	dymeclin	180	0	0	0		270	670	-400
Ccrl2	8	119324298	2302	#73af42	C-C motif chemokine receptor like 2	180	0	0	0		270	670	-400
Abcc10	9	17041351	19912	#73af42	ATP binding cassette subfamily C member 10	180	0	0	0		270	670	-400
Nfat5	19	38446059	87676	#73af42	nuclear factor of activated T-cells 5	180	0	0	0		270	670	-400
Phospho1	10	83636518	7341	#73af42	phosphoethanolamine/phosphocholine phosphatase 1	180	0	0	0		270	670	-400
Rnf24	3	123848825	963	#73af42	ring finger protein 24	180	0	0	0		270	670	-400
