#name	chromosome	start	length	color	full_name	days_in_timeframe	recent_timeframe_citation_count	past_timeframe_citation_count	citation_count_delta	significance	recent_gene_rank	past_gene_rank	rank_delta
MIR1296	4	15426564	124	#73af42	microRNA mir-1296	180	0	0	0		7	37	-30
TACR2	4	20690847	12294	#73af42	tachykinin receptor 2	180	0	0	0		7	37	-30
PRF1	4	21669548	2547	#73af42	perforin 1	180	0	0	0		7	37	-30
MYOZ1	4	24336336	5230	#73af42	myozenin 1	180	0	0	0		7	37	-30
PLAU	4	24506511	4752	#73af42	plasminogen activator, urokinase	180	0	0	0		7	37	-30
AP3M1	4	24699306	18575	#73af42	adaptor related protein complex 3 subunit mu 1	180	0	0	0		7	37	-30
KCNMA1	4	27020780	710620	#73af42	potassium calcium-activated channel subfamily M alpha 1	180	0	0	0		7	37	-30
RPS24	4	28063264	6264	#73af42	ribosomal protein S24	180	0	0	0		7	37	-30
MIR346	4	34277307	94	#73af42	microRNA mir-346	180	0	0	0		7	37	-30
BMPR1A	4	34723326	61288	#73af42	bone morphogenetic protein receptor type 1A	180	0	0	0		7	37	-30
LMAN2	4	36194590	20473	#73af42	lectin, mannose binding 2	180	0	0	0		7	37	-30
MIR1271	4	37143951	57	#73af42	microRNA mir-1271	180	0	0	0		7	37	-30
HRH2	4	37574680	1079	#73af42	histamine receptor H2	180	0	0	0		7	37	-30
MSX2	4	38192821	4655	#73af42	msh homeobox 2	180	0	0	0		7	37	-30
NKX2-5	4	39432539	3317	#73af42	NK2 homeobox 5	180	0	0	0		7	37	-30
ATP6V0E1	4	39565769	31918	#73af42	ATPase H+ transporting V0 subunit e1	180	0	0	0		7	37	-30
NPM1	4	40949115	13701	#73af42	nucleophosmin 1	180	0	0	0		7	37	-30
KCNMB1	4	41733152	5756	#73af42	potassium calcium-activated channel subfamily M regulatory beta subunit 1	180	0	0	0		7	37	-30
MIR218-2	4	43203872	63	#73af42	microRNA mir-218-2	180	0	0	0		7	37	-30
MIR103-1	4	43374420	61	#73af42	microRNA mir-103-1	180	0	0	0		7	37	-30
MIR146A	4	50492360	57	#73af42	microRNA mir-146a	180	0	0	0		7	37	-30
MIR8902	4	50717197	104	#73af42	microRNA mir-8902	180	0	0	0		7	37	-30
ADRA1B	4	50919759	48154	#73af42	adrenoceptor alpha 1B	180	0	0	0		7	37	-30
IL12B	4	51447354	10011	#73af42	interleukin 12B	180	0	0	0		7	37	-30
MED7	4	53261661	5312	#73af42	mediator complex subunit 7	180	0	0	0		7	37	-30
HAVCR2	4	53281860	13037	#73af42	hepatitis A virus cellular receptor 2	180	0	0	0		7	37	-30
HAVCR1	4	53309862	17029	#73af42	hepatitis A virus cellular receptor 1	180	0	0	0		7	37	-30
ATOX1	4	57858631	8860	#73af42	antioxidant 1 copper chaperone	180	0	0	0		7	37	-30
GPX3	4	58456392	8341	#73af42	glutathione peroxidase 3	180	0	0	0		7	37	-30
RPS14	4	58930171	6538	#73af42	ribosomal protein S14	180	0	0	0		7	37	-30
TCOF1	4	58968475	39415	#73af42	treacle ribosome biogenesis factor 1	180	0	0	0		7	37	-30
ARSI	4	59057718	5401	#73af42	arylsulfatase family member I	180	0	0	0		7	37	-30
PDGFRB	4	59195608	35935	#73af42	platelet derived growth factor receptor beta	180	0	0	0		7	37	-30
PDE6A	4	59373301	59914	#73af42	phosphodiesterase 6A	180	0	0	0		7	37	-30
MIR378	4	59545644	59	#73af42	microRNA mir-378	180	0	0	0		7	37	-30
MIR145	4	59802584	82	#73af42	microRNA mir-145	180	0	0	0		7	37	-30
MIR143	4	59803989	54	#73af42	microRNA mir-143	180	0	0	0		7	37	-30
ADRB2	4	60317278	1945	#73af42	adrenoceptor beta 2	180	0	0	0		7	37	-30
CCL28	4	66817571	30744	#73af42	C-C motif chemokine ligand 28	180	0	0	0		7	37	-30
SELENOP	4	67206571	11116	#73af42	selenoprotein P	180	0	0	0		7	37	-30
GHR	4	67276975	139622	#73af42	growth hormone receptor	180	0	0	0		7	37	-30
PTGER4	4	68929030	13239	#73af42	prostaglandin E receptor 4	180	0	0	0		7	37	-30
LIFR	4	70593619	47150	#73af42	LIF receptor subunit alpha	180	0	0	0		7	37	-30
SLC1A3	4	72192176	77915	#73af42	solute carrier family 1 member 3	180	0	0	0		7	37	-30
SLC45A2	4	74092863	27117	#73af42	solute carrier family 45 member 2	180	0	0	0		7	37	-30
MIR8903	4	76043219	142	#73af42	microRNA mir-8903	180	0	0	0		7	37	-30
RETREG1	4	86965905	114641	#73af42	reticulophagy regulator 1	180	0	0	0		7	37	-30
ZNF622	4	87089290	13733	#73af42	zinc finger protein 622	180	0	0	0		7	37	-30
B3GAT1	5	729362	6598	#73af42	beta-1,3-glucuronyltransferase 1	180	0	0	0		7	37	-30
MIR8868	5	1002146	144	#73af42	microRNA mir-8868	180	0	0	0		7	37	-30
MIR99A-2	5	12100869	56	#73af42	microRNA mir-99a-2	180	0	0	0		7	37	-30
MIRLET7A-2	5	12106284	95	#73af42	microRNA let-7a-2	180	0	0	0		7	37	-30
MIR125B-1	5	12151360	60	#73af42	microRNA mir-125b-1	180	0	0	0		7	37	-30
NECTIN1	5	14310592	64481	#73af42	nectin cell adhesion molecule 1	180	0	0	0		7	37	-30
THY1	5	14585674	5203	#73af42	Thy-1 cell surface antigen	180	0	0	0		7	37	-30
SLC37A4	5	14905007	6520	#73af42	solute carrier family 37 member 4	180	0	0	0		7	37	-30
CD3E	5	15484303	11124	#73af42	CD3e molecule	180	0	0	0		7	37	-30
SCN2B	5	15601775	12702	#73af42	sodium voltage-gated channel beta subunit 2	180	0	0	0		7	37	-30
FXYD6	5	15881440	5717	#73af42	FXYD domain containing ion transport regulator 6	180	0	0	0		7	37	-30
FXYD2	5	15895521	7088	#73af42	FXYD domain containing ion transport regulator 2	180	0	0	0		7	37	-30
BACE1	5	16377977	23508	#73af42	beta-secretase 1	180	0	0	0		7	37	-30
MIR8871	5	16503164	144	#73af42	microRNA mir-8871	180	0	0	0		7	37	-30
APOC3	5	16828006	2569	#73af42	apolipoprotein C3	180	0	0	0		7	37	-30
HTR3A	5	19409269	13564	#73af42	5-hydroxytryptamine receptor 3A	180	0	0	0		7	37	-30
DRD2	5	19865917	11530	#73af42	dopamine receptor D2	180	0	0	0		7	37	-30
NCAM1	5	19991803	283424	#73af42	neural cell adhesion molecule 1	180	0	0	0		7	37	-30
IL18	5	21069981	10279	#73af42	interleukin 18	180	0	0	0		7	37	-30
MIR34C	5	21644859	54	#73af42	microRNA mir-34c	180	0	0	0		7	37	-30
MIR34B	5	21645437	83	#73af42	microRNA mir-34b	180	0	0	0		7	37	-30
ATM	5	24258890	114534	#73af42	ATM serine/threonine kinase	180	0	0	0		7	37	-30
CASP4	5	27212076	14161	#73af42	caspase 4, apoptosis-related cysteine peptidase	180	0	0	0		7	37	-30
CASP12	5	27241102	14121	#73af42	caspase 12	180	0	0	0		7	37	-30
MMP12	5	29004848	14676	#73af42	matrix metallopeptidase 12	180	0	0	0		7	37	-30
MMP3	5	29035847	8284	#73af42	matrix metallopeptidase 3 (stromelysin 1, progelatinase)	180	0	0	0		7	37	-30
MMP7	5	29273927	8247	#73af42	matrix metallopeptidase 7	180	0	0	0		7	37	-30
BIRC2	5	29381208	27817	#73af42	baculoviral IAP repeat containing 2	180	0	0	0		7	37	-30
BIRC3	5	29434557	12104	#73af42	baculoviral IAP repeat containing 3	180	0	0	0		7	37	-30
TEKT1	5	30668771	13602	#73af42	tektin 1	180	0	0	0		7	37	-30
PIMREG	5	30887362	4301	#73af42	PICALM interacting mitotic regulator	180	0	0	0		7	37	-30
MIR8870	5	31069048	128	#73af42	microRNA mir-8870	180	0	0	0		7	37	-30
GP1BA	5	31751569	2655	#73af42	glycoprotein Ib platelet subunit alpha	180	0	0	0		7	37	-30
MIR195	5	32116490	60	#73af42	microRNA mir-195	180	0	0	0		7	37	-30
MIR497	5	32116798	66	#73af42	microRNA mir-497	180	0	0	0		7	37	-30
MIR324	5	32263196	67	#73af42	microRNA mir-324	180	0	0	0		7	37	-30
SLC2A4	5	32308943	5925	#73af42	solute carrier family 2 member 4	180	0	0	0		7	37	-30
ZBTB4	5	32455272	6830	#73af42	zinc finger and BTB domain containing 4	180	0	0	0		7	37	-30
TNFSF12	5	32546765	7520	#73af42	tumor necrosis factor (ligand) superfamily, member 12	180	0	0	0		7	37	-30
TNFSF13	5	32555887	2067	#73af42	TNF superfamily member 13	180	0	0	0		7	37	-30
EIF4A1	5	32567459	6125	#73af42	eukaryotic translation initiation factor 4A1	180	0	0	0		7	37	-30
TP53	5	32633900	3742	#73af42	tumor protein p53	180	0	0	0		7	37	-30
MIR8867	5	32787146	140	#73af42	microRNA mir-8867	180	0	0	0		7	37	-30
GUCY2D	5	32913920	15151	#73af42	guanylate cyclase 2D, retinal	180	0	0	0		7	37	-30
RCVRN	5	34393443	7079	#73af42	recoverin	180	0	0	0		7	37	-30
MYH8	5	34766933	27085	#73af42	myosin heavy chain 8	180	0	0	0		7	37	-30
MYH4	5	34813883	23510	#73af42	myosin heavy chain 4	180	0	0	0		7	37	-30
MYH1	5	34851786	24571	#73af42	myosin heavy chain 1	180	0	0	0		7	37	-30
MYH2	5	34881239	25098	#73af42	myosin heavy chain 2	180	0	0	0		7	37	-30
MYH3	5	34985224	21677	#73af42	myosin heavy chain 3	180	0	0	0		7	37	-30
TVP23B	5	39161027	19362	#73af42	trans-golgi network vesicle protein 23 homolog B	180	0	0	0		7	37	-30
ADORA2B	5	39966436	23790	#73af42	adenosine A2b receptor	180	0	0	0		7	37	-30
ALDH3A1	5	40543623	8030	#73af42	aldehyde dehydrogenase 3 family member A1	180	0	0	0		7	37	-30
MIR8872	5	41337119	104	#73af42	microRNA mir-8872	180	0	0	0		7	37	-30
SREBF1	5	41737352	22893	#73af42	sterol regulatory element binding transcription factor 1	180	0	0	0		7	37	-30
MIR33B	5	41758657	93	#73af42	microRNA mir-33b	180	0	0	0		7	37	-30
FLCN	5	42251943	19110	#73af42	folliculin	180	0	0	0		7	37	-30
KCNJ12	5	42924011	10529	#73af42	potassium inwardly rectifying channel subfamily J member 12	180	0	0	0		7	37	-30
MIR8869	5	43039766	114	#73af42	microRNA mir-8869	180	0	0	0		7	37	-30
IL12RB2	5	43348361	62705	#73af42	interleukin 12 receptor subunit beta 2	180	0	0	0		7	37	-30
LEPR	5	44840852	65196	#73af42	leptin receptor	180	0	0	0		7	37	-30
LEPROT	5	45008221	14904	#73af42	leptin receptor overlapping transcript	180	0	0	0		7	37	-30
MIR101-1	5	45334232	54	#73af42	microRNA mir-101-1	180	0	0	0		7	37	-30
JAK1	5	45401193	154409	#73af42	Janus kinase 1	180	0	0	0		7	37	-30
FAM151A	5	54684102	10807	#73af42	family with sequence similarity 151 member A	180	0	0	0		7	37	-30
DIO1	5	55264159	17086	#73af42	iodothyronine deiodinase 1	180	0	0	0		7	37	-30
SLC1A7	5	55963986	42697	#73af42	solute carrier family 1 member 7	180	0	0	0		7	37	-30
MIR200B	5	56562064	79	#73af42	microRNA mir-200b	180	0	0	0		7	37	-30
MIR200A	5	56562727	89	#73af42	microRNA mir-200a	180	0	0	0		7	37	-30
MIR429	5	56564172	84	#73af42	microRNA mir-429	180	0	0	0		7	37	-30
TNFRSF18	5	56588543	2552	#73af42	TNF receptor superfamily member 18	180	0	0	0		7	37	-30
B3GALT6	5	56615322	1361	#73af42	beta-1,3-galactosyltransferase 6	180	0	0	0		7	37	-30
TAS1R3	5	56696682	3161	#73af42	taste 1 receptor member 3	180	0	0	0		7	37	-30
SSU72	5	56813500	29360	#73af42	SSU72 homolog, RNA polymerase II CTD phosphatase	180	0	0	0		7	37	-30
GNB1	5	56971985	37684	#73af42	G protein subunit beta 1	180	0	0	0		7	37	-30
MIR8866	5	57590971	134	#73af42	microRNA mir-8866	180	0	0	0		7	37	-30
TNFRSF14	5	57607109	4800	#73af42	TNF receptor superfamily member 14	180	0	0	0		7	37	-30
MIR551A	5	58328301	93	#73af42	microRNA mir-551a	180	0	0	0		7	37	-30
NPHP4	5	60035853	115747	#73af42	nephrocystin 4	180	0	0	0		7	37	-30
SCAMPER	5	61648212	1240	#73af42	sphingolipid Ca2+ release mediating protein of endoplasmic reticulum	180	0	0	0		7	37	-30
CA6	5	62583427	21382	#73af42	carbonic anhydrase 6	180	0	0	0		7	37	-30
MIR34A	5	62710061	65	#73af42	microRNA mir-34a	180	0	0	0		7	37	-30
MC1R	5	63942798	953	#73af42	melanocortin 1 receptor	180	0	0	0		7	37	-30
GALNS	5	64780491	28081	#73af42	galactosamine (N-acetyl)-6-sulfatase	180	0	0	0		7	37	-30
CYBA	5	64938335	8168	#73af42	cytochrome b-245 alpha chain	180	0	0	0		7	37	-30
SLC7A5	5	65558337	30232	#73af42	solute carrier family 7 member 5	180	0	0	0		7	37	-30
CFDP1	5	75562799	128949	#73af42	craniofacial development protein 1	180	0	0	0		7	37	-30
LOC479649	5	75753262	3413	#73af42	chymostrypsinogen B1-like	180	0	0	0		7	37	-30
CHST4	5	77590532	8743	#73af42	carbohydrate sulfotransferase 4	180	0	0	0		7	37	-30
WWP2	5	80064823	120447	#73af42	WW domain containing E3 ubiquitin protein ligase 2	180	0	0	0		7	37	-30
MIR140	5	80072654	60	#73af42	microRNA mir-140	180	0	0	0		7	37	-30
NIP7	5	80574801	2549	#73af42	nucleolar pre-rRNA processing protein NIP7	180	0	0	0		7	37	-30
CHTF8	5	80771246	9250	#73af42	chromosome transmission fidelity factor 8	180	0	0	0		7	37	-30
DERPC	5	80771246	9250	#73af42	DERPC proline and glycine rich nuclear protein	180	0	0	0		7	37	-30
CDH1	5	81019134	77855	#73af42	cadherin 1	180	0	0	0		7	37	-30
PLA2G15	5	81531643	10780	#73af42	phospholipase A2 group XV	180	0	0	0		7	37	-30
SLC12A4	5	81795063	21945	#73af42	solute carrier family 12 member 4	180	0	0	0		7	37	-30
MIR328	5	82427432	62	#73af42	microRNA mir-328	180	0	0	0		7	37	-30
HSF4	5	82457029	4527	#73af42	heat shock transcription factor 4	180	0	0	0		7	37	-30
CMTM1	5	82956881	12318	#73af42	CKLF like MARVEL transmembrane domain containing 1	180	0	0	0		7	37	-30
CKLF	5	82969678	16916	#73af42	chemokine like factor	180	0	0	0		7	37	-30
GUSB	6	479152	13361	#73af42	glucuronidase beta	180	0	0	0		7	37	-30
MIR2387	6	5718033	142	#73af42	microRNA mir-2387	180	0	0	0		7	37	-30
MIR590	6	5991916	60	#73af42	microRNA mir-590	180	0	0	0		7	37	-30
CLDN3	6	6338822	1003	#73af42	claudin 3	180	0	0	0		7	37	-30
CCL26	6	6941498	3168	#73af42	C-C motif chemokine ligand 26	180	0	0	0		7	37	-30
CCL24	6	6957433	1908	#73af42	C-C motif chemokine ligand 24	180	0	0	0		7	37	-30
POR	6	7077907	28212	#73af42	cytochrome p450 oxidoreductase	180	0	0	0		7	37	-30
HSPB1	6	7276667	1412	#73af42	heat shock protein family B (small) member 1	180	0	0	0		7	37	-30
ZP3	6	7375722	8363	#73af42	zona pellucida glycoprotein 3	180	0	0	0		7	37	-30
SERPINE1	6	8500159	5350	#73af42	serpin family E member 1	180	0	0	0		7	37	-30
EPO	6	8781177	1743	#73af42	erythropoietin	180	0	0	0		7	37	-30
MIR106B	6	9284885	58	#73af42	microRNA mir-106b	180	0	0	0		7	37	-30
MIR93	6	9285107	60	#73af42	microRNA mir-93	180	0	0	0		7	37	-30
MIR25	6	9285320	58	#73af42	microRNA mir-25	180	0	0	0		7	37	-30
AZGP1	6	9409423	6138	#73af42	alpha-2-glycoprotein 1, zinc-binding	180	0	0	0		7	37	-30
CYP3A26	6	9580175	148765	#73af42	cytochrome P450 3A26	180	0	0	0		7	37	-30
EIF2AK1	6	11324176	31423	#73af42	eukaryotic translation initiation factor 2 alpha kinase 1	180	0	0	0		7	37	-30
RAC1	6	11609365	24225	#73af42	Rac family small GTPase 1	180	0	0	0		7	37	-30
ACTB	6	12367765	3387	#73af42	actin beta	180	0	0	0		7	37	-30
MIR589	6	12400480	71	#73af42	microRNA mir-589	180	0	0	0		7	37	-30
MIR8873A	6	13915657	130	#73af42	microRNA mir-8873a	180	0	0	0		7	37	-30
MIR8876	6	14448834	128	#73af42	microRNA mir-8876	180	0	0	0		7	37	-30
MIR8879	6	15750826	140	#73af42	microRNA mir-8879	180	0	0	0		7	37	-30
MIR339-1	6	15787142	57	#73af42	microRNA mir-339-1	180	0	0	0		7	37	-30
PDGFA	6	16204088	18540	#73af42	platelet derived growth factor subunit A	180	0	0	0		7	37	-30
CANFAMV1R559	6	16643073	923	#73af42	vomeronasal 1 receptor canFamV1R559	180	0	0	0		7	37	-30
SLC5A2	6	16694325	6240	#73af42	solute carrier family 5 member 2	180	0	0	0		7	37	-30
ITGAD	6	16737256	24739	#73af42	integrin subunit alpha D	180	0	0	0		7	37	-30
CTF1	6	17230218	3542	#73af42	cardiotrophin 1	180	0	0	0		7	37	-30
CCDC189	6	17346801	3992	#73af42	coiled-coil domain containing 189	180	0	0	0		7	37	-30
TMEM265	6	17365549	3118	#73af42	transmembrane protein 265	180	0	0	0		7	37	-30
SEPHS2	6	17598938	2241	#73af42	selenophosphate synthetase 2	180	0	0	0		7	37	-30
MVP	6	17813002	23309	#73af42	major vault protein	180	0	0	0		7	37	-30
MAPK3	6	18044145	6442	#73af42	mitogen-activated protein kinase 3	180	0	0	0		7	37	-30
SULT1A1	6	18111461	3090	#73af42	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	180	0	0	0		7	37	-30
CLN3	6	18189180	11893	#73af42	CLN3 lysosomal/endosomal transmembrane protein, battenin	180	0	0	0		7	37	-30
C6H16orf82	6	19434776	2016	#73af42	chromosome 6 C16orf82 homolog	180	0	0	0		7	37	-30
MIR8875	6	21024737	144	#73af42	microRNA mir-8875	180	0	0	0		7	37	-30
MIR8878	6	21063345	114	#73af42	microRNA mir-8878	180	0	0	0		7	37	-30
SCNN1B	6	22383826	41459	#73af42	sodium channel epithelial 1 subunit beta	180	0	0	0		7	37	-30
ZP2	6	24184938	12238	#73af42	zona pellucida glycoprotein 2	180	0	0	0		7	37	-30
UMOD	6	24946350	15352	#73af42	uromodulin	180	0	0	0		7	37	-30
GP2	6	24965814	16502	#73af42	glycoprotein 2	180	0	0	0		7	37	-30
RPS15A	6	26281670	7042	#73af42	ribosomal protein S15a	180	0	0	0		7	37	-30
XYLT1	6	26702907	300313	#73af42	xylosyltransferase 1	180	0	0	0		7	37	-30
ABCC1	6	27821973	133863	#73af42	ATP binding cassette subfamily C member 1	180	0	0	0		7	37	-30
NDE1	6	28109441	42907	#73af42	nudE neurodevelopment protein 1	180	0	0	0		7	37	-30
MIR365-1	6	28838362	86	#73af42	microRNA mir-365-1	180	0	0	0		7	37	-30
MIR193B	6	28843281	58	#73af42	microRNA mir-193b	180	0	0	0		7	37	-30
MIR8874	6	31381335	102	#73af42	microRNA mir-8874	180	0	0	0		7	37	-30
PRM2	6	31488145	644	#73af42	protamine 2	180	0	0	0		7	37	-30
TNP2	6	31494292	1326	#73af42	transition protein 2	180	0	0	0		7	37	-30
DNASE1	6	37595076	2702	#73af42	deoxyribonuclease 1	180	0	0	0		7	37	-30
TNFRSF12A	6	38162557	2029	#73af42	TNF receptor superfamily member 12A	180	0	0	0		7	37	-30
MIR1842	6	38752531	59	#73af42	microRNA mir-1842	180	0	0	0		7	37	-30
PKD1	6	38816853	41713	#73af42	polycystin 1, transient receptor potential channel interacting	180	0	0	0		7	37	-30
SLC9A3R2	6	38898838	10341	#73af42	SLC9A3 regulator 2	180	0	0	0		7	37	-30
MSRB1	6	38975293	4523	#73af42	methionine sulfoxide reductase B1	180	0	0	0		7	37	-30
LOC448801	6	39499623	1961	#73af42	mastin	180	0	0	0		7	37	-30
LOC100049001	6	39527216	1424	#73af42	tryptase	180	0	0	0		7	37	-30
SSTR5	6	39629880	1325	#73af42	somatostatin receptor 5	180	0	0	0		7	37	-30
MIR8877	6	39784931	127	#73af42	microRNA mir-8877	180	0	0	0		7	37	-30
HAGHL	6	39885785	2344	#73af42	hydroxyacylglutathione hydrolase like	180	0	0	0		7	37	-30
LOC100855540	6	40355646	1050	#73af42	hemoglobin subunit alpha-like	180	0	0	0		7	37	-30
LOC100855558	6	40359320	1318	#73af42	hemoglobin subunit alpha-like	180	0	0	0		7	37	-30
MIR8799F	6	40584837	112	#73af42	microRNA mir-8799f	180	0	0	0		7	37	-30
PGB1	6	40671754	61554	#73af42	pepsinogen B1	180	0	0	0		7	37	-30
MIR8799E-1	6	41238082	132	#73af42	microRNA mir-8799e-1	180	0	0	0		7	37	-30
MIR8799E-2	6	41238082	132	#73af42	microRNA mir-8799e-2	180	0	0	0		7	37	-30
OR11I1	6	41179935	953	#73af42	olfactory receptor family 11 subfamily I member 1	180	0	0	0		7	37	-30
KCNA2	6	41459141	1719	#73af42	potassium voltage-gated channel subfamily A member 2	180	0	0	0		7	37	-30
MIR197	6	42335531	60	#73af42	microRNA mir-197	180	0	0	0		7	37	-30
S1PR1	6	48928661	2278	#73af42	sphingosine-1-phosphate receptor 1	180	0	0	0		7	37	-30
VCAM1	6	49380130	17619	#73af42	vascular cell adhesion molecule 1	180	0	0	0		7	37	-30
SLC35A3	6	49995603	51494	#73af42	solute carrier family 35 member A3	180	0	0	0		7	37	-30
AGL	6	50089271	70253	#73af42	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	180	0	0	0		7	37	-30
MIR137	6	51687372	54	#73af42	microRNA mir-137	180	0	0	0		7	37	-30
F3	6	54766195	10923	#73af42	coagulation factor III, tissue factor	180	0	0	0		7	37	-30
ABCA4	6	55114352	127364	#73af42	ATP binding cassette subfamily A member 4	180	0	0	0		7	37	-30
GFI1	6	56531815	9134	#73af42	growth factor independent 1 transcriptional repressor	180	0	0	0		7	37	-30
SELENOF	6	61372462	41565	#73af42	selenoprotein F	180	0	0	0		7	37	-30
UOX	6	63550172	31120	#73af42	urate oxidase	180	0	0	0		7	37	-30
ADGRL2	6	65674790	619832	#73af42	adhesion G protein-coupled receptor L2	180	0	0	0		7	37	-30
PTGFR	6	68552458	38682	#73af42	prostaglandin F receptor	180	0	0	0		7	37	-30
ASB17	6	70813534	17073	#73af42	ankyrin repeat and SOCS box containing 17	180	0	0	0		7	37	-30
TNNI3K	6	71912914	311846	#73af42	TNNI3 interacting kinase	180	0	0	0		7	37	-30
FPGT	6	72249615	6166	#73af42	fucose-1-phosphate guanylyltransferase	180	0	0	0		7	37	-30
MIR186	6	75023874	60	#73af42	microRNA mir-186	180	0	0	0		7	37	-30
PTGER3	6	75043063	85858	#73af42	prostaglandin E receptor 3	180	0	0	0		7	37	-30
RPE65	6	77031835	23906	#73af42	retinoid isomerohydrolase RPE65	180	0	0	0		7	37	-30
CHI3L1	7	25021	6625	#73af42	chitinase 3 like 1	180	0	0	0		7	37	-30
ADORA1	7	43539	28222	#73af42	adenosine A1 receptor	180	0	0	0		7	37	-30
MGAT4F	7	214773	3690	#73af42	MGAT4 family, member F	180	0	0	0		7	37	-30
CYB5R1	7	233378	2529	#73af42	cytochrome b5 reductase 1	180	0	0	0		7	37	-30
TNNT2	7	1510291	14928	#73af42	troponin T2, cardiac type	180	0	0	0		7	37	-30
PKP1	7	1547384	45807	#73af42	plakophilin 1	180	0	0	0		7	37	-30
MIR181A-1	7	3687141	61	#73af42	microRNA mir-181a-1	180	0	0	0		7	37	-30
MIR181B-1	7	3687327	61	#73af42	microRNA mir-181b-1	180	0	0	0		7	37	-30
ASPM	7	5223076	68682	#73af42	assembly factor for spindle microtubules	180	0	0	0		7	37	-30
IL10	7	5557139	3760	#73af42	interleukin 10	180	0	0	0		7	37	-30
PIGR	7	5693647	17158	#73af42	polymeric immunoglobulin receptor	180	0	0	0		7	37	-30
MIR29C-1	7	6272782	57	#73af42	microRNA mir-29c-1	180	0	0	0		7	37	-30
MIR29C-2	7	6272782	57	#73af42	microRNA mir-29c-2	180	0	0	0		7	37	-30
MIR29B-2	7	6273321	65	#73af42	microRNA mir-29b-2	180	0	0	0		7	37	-30
CD34	7	6355774	24274	#73af42	CD34 molecule	180	0	0	0		7	37	-30
MIR205	7	7721572	68	#73af42	microRNA mir-205	180	0	0	0		7	37	-30
HSD11B1	7	8012426	27361	#73af42	hydroxysteroid 11-beta dehydrogenase 1	180	0	0	0		7	37	-30
TRAF5	7	9437996	19399	#73af42	TNF receptor associated factor 5	180	0	0	0		7	37	-30
XPR1	7	13802993	214110	#73af42	xenotropic and polytropic retrovirus receptor 1	180	0	0	0		7	37	-30
GLUL	7	15369339	9347	#73af42	glutamate-ammonia ligase	180	0	0	0		7	37	-30
CE9	7	15430173	1163	#73af42	CE9 protein	180	0	0	0		7	37	-30
RNASEL	7	15621143	21508	#73af42	ribonuclease L	180	0	0	0		7	37	-30
LAMC2	7	16209554	54855	#73af42	laminin subunit gamma 2	180	0	0	0		7	37	-30
NCF2	7	16555171	29612	#73af42	neutrophil cytosolic factor 2	180	0	0	0		7	37	-30
PDC	7	19141769	15417	#73af42	phosducin	180	0	0	0		7	37	-30
PTGS2	7	19311510	6693	#73af42	prostaglandin-endoperoxide synthase 2	180	0	0	0		7	37	-30
ANGPTL1	7	20565042	21580	#73af42	angiopoietin like 1	180	0	0	0		7	37	-30
MIR488	7	22250245	82	#73af42	microRNA mir-488	180	0	0	0		7	37	-30
MIR1843	7	23200030	59	#73af42	microRNA mir-1843	180	0	0	0		7	37	-30
FASLG	7	25997538	8370	#73af42	Fas ligand	180	0	0	0		7	37	-30
MIR199-2	7	26474458	58	#73af42	microRNA mir-199-2	180	0	0	0		7	37	-30
MIR214	7	26480256	109	#73af42	microRNA mir-214	180	0	0	0		7	37	-30
MYOC	7	26988106	11490	#73af42	myocilin	180	0	0	0		7	37	-30
FMO1	7	27251218	18962	#73af42	flavin containing dimethylaniline monoxygenase 1	180	0	0	0		7	37	-30
FMO3	7	27372307	25103	#73af42	flavin containing dimethylaniline monoxygenase 3	180	0	0	0		7	37	-30
SELE	7	28538997	9827	#73af42	selectin E	180	0	0	0		7	37	-30
SELP	7	28608516	37814	#73af42	selectin P	180	0	0	0		7	37	-30
ATP1B1	7	29114027	23139	#73af42	ATPase Na+/K+ transporting subunit beta 1	180	0	0	0		7	37	-30
DPT	7	29481238	25048	#73af42	dermatopontin	180	0	0	0		7	37	-30
TBX19	7	29859994	24086	#73af42	T-box transcription factor 19	180	0	0	0		7	37	-30
ADCY10	7	30235622	83569	#73af42	adenylate cyclase 10	180	0	0	0		7	37	-30
KMO	7	32602997	53013	#73af42	kynurenine 3-monooxygenase	180	0	0	0		7	37	-30
MIR350	7	33978567	56	#73af42	microRNA mir-350	180	0	0	0		7	37	-30
MIR7180	7	35660818	102	#73af42	microRNA mir-7180	180	0	0	0		7	37	-30
MIR8881	7	37161152	140	#73af42	microRNA mir-8881	180	0	0	0		7	37	-30
PSEN2	7	37820691	24570	#73af42	presenilin 2	180	0	0	0		7	37	-30
TMEM63A	7	38613007	25091	#73af42	transmembrane protein 63A	180	0	0	0		7	37	-30
CD5L	7	40190415	10334	#73af42	CD5 molecule like	180	0	0	0		7	37	-30
BCAN	7	40958653	16571	#73af42	brevican	180	0	0	0		7	37	-30
MIR9-1	7	41155819	61	#73af42	microRNA mir-9-1	180	0	0	0		7	37	-30
RHBG	7	41184533	10290	#73af42	Rh family B glycoprotein	180	0	0	0		7	37	-30
LMNA	7	41349981	17374	#73af42	lamin A/C	180	0	0	0		7	37	-30
RAB25	7	41400370	5930	#73af42	RAB25, member RAS oncogene family	180	0	0	0		7	37	-30
SSR2	7	41442596	6410	#73af42	signal sequence receptor subunit 2	180	0	0	0		7	37	-30
